taxon	threshold	taxon_index	domain	phylum	class	n_samples	n_cores	total_reads	pct_damaged	has_kegg	genome_id	functional_group	display_category	ecological_role	signal_source	tea_primary	guild_tier	confidence_score	assignment_rule_id	kegg_state	group_completeness	modules_scored	module_completeness_detail	markers_detected	marker_gene_names	key_reference	doi	virus_role	mean_clr	sd_clr	mean_abs_clr	max_abs_clr	mean_abundance	prevalence_samples	prevalence_cores
S__3300024353_106	5	16	d__Bacteria	p__Aerophobota	c__Aerophobia	6	3	245631	100	TRUE	3300024353_106	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.693198801568605	1.762377690508	1.11682419697618	8.59560212433374	217.130841121495	0.0218978102189781	0.75
S__3300024353_52	5	17	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	8	2	324011	100	TRUE	3300024353_52	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG	""		""	""	""	acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	""	-0.598678024953635	2.15123153735464	1.25145433822125	10.008172891397	343.995327102804	0.0291970802919708	0.5
S__3300024429_35	5	18	d__Archaea	p__Hadarchaeota	c__Hadarchaeia	6	1	3623968	100	TRUE	3300024429_35	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.713478510533743	1.90344594899844	1.19146867174086	8.87873740692761	75.4579439252337	0.0218978102189781	0.25
S__3300024431_33	5	19	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	51	4	1621598	100	TRUE	3300024431_33	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET	""		""	""	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	1.2008940662996	3.40452954418822	2.14837481896957	9.7133471377268	1377.20560747664	0.186131386861314	1
S__3300024431_52	5	20	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	9	2	905480	100	TRUE	3300024431_52	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	-0.611944005252634	1.32026321857278	0.956594041354491	6.63908610216554	72.5327102803738	0.0328467153284672	0.5
S__3300024516_13	5	21	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	44	4	3867584	100	TRUE	3300024516_13	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.62	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	0.903375716112656	3.23295529455973	1.94269209896644	10.7044116288986	2723.55140186916	0.160583941605839	1
S__3300024516_18	5	22	d__Bacteria	p__Nitrospirota	c__Nitrospiria	27	4	638157	100	TRUE	3300024516_18	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_NOB	""		""	""	""	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	""	0.0886635969589141	2.16033089110587	1.2609901860764	8.03360928010727	267.042056074766	0.0985401459854015	1
S__3300024516_26	5	23	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	13	4	592234	100	TRUE	3300024516_26	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.439015252686941	2.0248140804146	1.20901379992773	8.62981195664333	191.420560747664	0.0474452554744526	1
S__3300024516_38	5	24	d__Bacteria	p__KSB1	c__UBA2214	95	4	1726337	100	TRUE	3300024516_38	Unknown	Other	Unknown	uncertain	Unknown	Tier3_unknown	0.1	""	""		""	""	""	""	""	""	""	3.02328114047161	3.91444668634801	3.43991766522524	10.7297375684422	3377.11214953271	0.346715328467153	1
S__3300025232_4	5	25	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	6	3	387632	100	TRUE	3300025232_4	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG	""		""	""	""	acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	""	-0.719151369996534	1.60427051387996	1.07278645332845	8.02803710113217	61.0186915887851	0.0218978102189781	0.75
S__3300025243_6	5	26	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	7	4	257232	100	TRUE	3300025243_6	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.33;W00010:1;W00011:0.88	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.67996768604236	1.36259339815496	0.982141175353773	6.24569587159618	71.7196261682243	0.0255474452554745	1
S__3300025276_12	5	27	d__Bacteria	p__Bacteroidota	c__Bacteroidia	16	3	901736	100	TRUE	3300025276_12	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.327718178630666	1.64598385222931	1.03974615525943	6.64658549710612	166.752336448598	0.0583941605839416	0.75
S__3300025690_38	5	28	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	6	3	203310	100	TRUE	3300025690_38	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	-0.723872216706576	1.50719541394016	1.04012432589244	6.58582000831755	50.9205607476636	0.0218978102189781	0.75
S__3300025894_53	5	29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	19	3	985421	100	TRUE	3300025894_53	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	-0.195857294255594	1.80489653133272	1.09731398091654	6.78783026041574	244.271028037383	0.0693430656934307	0.75
S__3300026080_15	5	30	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	16	3	623749	100	TRUE	3300026080_15	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	-0.337362594034792	1.87221034903617	1.13914614079794	6.4426124131745	145.238317757009	0.0583941605839416	0.75
S__3300026087_14	5	31	d__Bacteria	p__Marinisomatota	c__Marinisomatia	13	4	526487	100	TRUE	3300026087_14	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.425038080258659	1.65072986167486	1.05052475329329	6.46590490039966	191.014018691589	0.0474452554744526	1
S__3300026119_12	5	32	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	9	4	543484	100	TRUE	3300026119_12	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:0.67;W00010:1;W00011:0.75	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.603408188281815	1.91121100949394	1.18492910258361	7.97019785275734	89.7663551401869	0.0328467153284672	1
S__3300026253_28	5	33	d__Bacteria	p__Acidobacteriota	c__UBA6911	61	4	2543907	100	TRUE	3300026253_28	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	1.57909561918193	3.49277281406677	2.34284414767892	10.4856106210886	2648.28504672897	0.222627737226277	1
S__3300026253_8	5	34	d__Bacteria	p__Planctomycetota	c__Planctomycetia	12	3	1109178	100	TRUE	3300026253_8	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.48586107979215	1.40200640439022	0.968709191642479	5.37863202893434	119.911214953271	0.0437956204379562	0.75
S__3300026264_29	5	35	d__Bacteria	p__Marinisomatota	c__Marinisomatia	10	3	244386	100	TRUE	3300026264_29	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.563588929750931	1.73273597770778	1.10291817954889	7.45349197099417	102.878504672897	0.0364963503649635	0.75
S__3300026264_34	5	36	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	123	4	2981338	100	TRUE	3300026264_34	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	4.45226544057599	4.2348775061704	4.72804963042177	10.3146291285721	6542.33644859813	0.448905109489051	1
S__3300027668_18	5	37	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	7	4	413021	100	TRUE	3300027668_18	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""	-0.688698436025871	1.58112924300225	1.05874484955791	8.40491321591596	60.1121495327103	0.0255474452554745	1
S__3300027685_58	5	38	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	5	3	62919	100	TRUE	3300027685_58	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA	""		""	""	""	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	-0.745341301456483	1.7119234069127	1.10510973544052	9.63167114675126	135.523364485981	0.0182481751824818	0.75
S__3300027687_20	5	39	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	40	4	1271050	100	TRUE	3300027687_20	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.637317592217317	2.8522160077496	1.73360107956993	7.56521234083889	577.364485981309	0.145985401459854	1
S__3300027752_17	5	40	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	38	4	1588530	100	TRUE	3300027752_17	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	0.536374021135343	2.44943636526934	1.46010436083407	7.03205055705478	405.61214953271	0.138686131386861	1
S__3300027771_26	5	41	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	13	4	262463	100	TRUE	3300027771_26	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.444999075349401	1.83030649904173	1.12607645188622	7.20554638282783	138.803738317757	0.0474452554744526	1
S__3300027779_22	5	42	d__Bacteria	p__Marinisomatota	c__Marinisomatia	17	4	798153	100	TRUE	3300027779_22	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.276211484913623	1.76749379223052	1.08798971176068	6.32216014173351	210.733644859813	0.062043795620438	1
S__3300027779_26	5	43	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	7	3	238207	100	TRUE	3300027779_26	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.681558719025888	1.21993955240744	0.937979312274212	5.17383455639281	67.7757009345794	0.0255474452554745	0.75
S__3300027779_27	5	44	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	8	3	255067	100	TRUE	3300027779_27	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.637465487809545	1.2611834861323	0.943483079884674	5.37308737384682	89.0981308411215	0.0291970802919708	0.75
S__3300027791_27	5	45	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	26	4	959137	100	TRUE	3300027791_27	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.0669677023307098	2.12671700271139	1.25121456907679	7.2805706620125	289.238317757009	0.0948905109489051	1
S__3300027801_7	5	46	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	7	2	781416	100	TRUE	3300027801_7	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.33;W00008:0.33;W00010:1;W00011:0.75	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.680467309834175	1.2390397105999	0.943728475850895	5.55360004424844	69.9018691588785	0.0255474452554745	0.5
S__3300027827_16	5	47	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	28	4	588348	100	TRUE	3300027827_16	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.14557310324189	2.34766854413952	1.3631591204909	7.27085317264856	311.341121495327	0.102189781021898	1
S__3300027844_72	5	48	d__Bacteria	p__Marinisomatota	c__Marinisomatia	9	3	229730	100	TRUE	3300027844_72	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.602830900243224	1.28622731405291	0.946307078161024	5.16877939856879	89.6635514018692	0.0328467153284672	0.75
S__3300027844_79	5	49	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	18	4	382744	100	TRUE	3300027844_79	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.232679873662467	1.75374981306196	1.07804337368188	6.48914344121199	234.911214953271	0.0656934306569343	1
S__3300027847_80	5	50	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	56	4	939263	100	TRUE	3300027847_80	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	1.36729473418584	3.36735820769002	2.23058384769312	8.89932111936081	1350.05607476636	0.204379562043796	1
S__3300027883_17	5	51	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	6	2	490626	100	TRUE	3300027883_17	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.723015937030514	1.15556193347719	0.926494810313799	4.18869603220448	52.5186915887851	0.0218978102189781	0.5
S__3300027997_10	5	52	d__Bacteria	p__Planctomycetota	c__Planctomycetia	25	4	863354	100	TRUE	3300027997_10	Particle_heterotroph	Particle-attached	Unknown	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	0.077576597123594	2.67866561485362	1.5183344236346	9.4964559275418	638.257009345794	0.0912408759124088	1
