from	to	signed_weight	weight	abs_weight	method	core
S__GCA_013349685.1	S__GCA_009885795.1	0.692991452991453	0.692991452991453	0.692991452991453	spearman_abs_threshold	GeoB25202_R1
S__GCA_905182465.1	S__GCA_009885795.1	0.563076923076923	0.563076923076923	0.563076923076923	spearman_abs_threshold	GeoB25202_R1
S__GCA_016190405.1	S__GCA_009885795.1	0.554188034188034	0.554188034188034	0.554188034188034	spearman_abs_threshold	GeoB25202_R1
S__GCA_003644175.1	S__GCA_009885795.1	0.657435897435897	0.657435897435897	0.657435897435897	spearman_abs_threshold	GeoB25202_R1
S__GCA_002726085.1	S__GCA_009885795.1	0.621880341880342	0.621880341880342	0.621880341880342	spearman_abs_threshold	GeoB25202_R1
S__GCA_013003675.1	S__GCA_009885795.1	0.706666666666667	0.706666666666667	0.706666666666667	spearman_abs_threshold	GeoB25202_R1
S__3300024431_27	S__GCA_009885795.1	0.966495726495726	0.966495726495726	0.966495726495726	spearman_abs_threshold	GeoB25202_R1
S__3300026119_12	S__GCA_001443365.1	0.618461538461538	0.618461538461538	0.618461538461538	spearman_abs_threshold	GeoB25202_R1
S__3300024058_12	S__3300027706_22	0.553504273504274	0.553504273504274	0.553504273504274	spearman_abs_threshold	GeoB25202_R1
S__GCA_012974305.1	S__3300027706_22	0.876239316239316	0.876239316239316	0.876239316239316	spearman_abs_threshold	GeoB25202_R1
S__GCA_001795235.1	S__3300027706_22	0.606837606837607	0.606837606837607	0.606837606837607	spearman_abs_threshold	GeoB25202_R1
S__3300024060_27	S__3300027706_22	0.696410256410256	0.696410256410256	0.696410256410256	spearman_abs_threshold	GeoB25202_R1
S__3300026119_12	S__3300027706_22	0.570598290598291	0.570598290598291	0.570598290598291	spearman_abs_threshold	GeoB25202_R1
S__3300024516_14	S__3300027706_22	0.683418803418803	0.683418803418803	0.683418803418803	spearman_abs_threshold	GeoB25202_R1
S__3300004632_4	S__3300027706_22	0.724444444444444	0.724444444444444	0.724444444444444	spearman_abs_threshold	GeoB25202_R1
S__GCA_016869675.1	S__3300027706_22	0.665641025641026	0.665641025641026	0.665641025641026	spearman_abs_threshold	GeoB25202_R1
S__3300017441_13	S__3300027706_22	0.673162393162393	0.673162393162393	0.673162393162393	spearman_abs_threshold	GeoB25202_R1
S__GCA_016202695.1	S__3300027706_22	0.58017094017094	0.58017094017094	0.58017094017094	spearman_abs_threshold	GeoB25202_R1
S__GCA_001766965.1	S__3300027706_22	0.718974358974359	0.718974358974359	0.718974358974359	spearman_abs_threshold	GeoB25202_R1
S__GCA_013349685.1	S__3300027706_22	0.673846153846154	0.673846153846154	0.673846153846154	spearman_abs_threshold	GeoB25202_R1
S__GCA_003644175.1	S__3300027706_22	0.717606837606837	0.717606837606837	0.717606837606837	spearman_abs_threshold	GeoB25202_R1
S__GCA_002726085.1	S__3300027706_22	0.650598290598291	0.650598290598291	0.650598290598291	spearman_abs_threshold	GeoB25202_R1
S__3300024431_27	S__3300027706_22	0.751111111111111	0.751111111111111	0.751111111111111	spearman_abs_threshold	GeoB25202_R1
S__GCA_009885795.1	S__3300027706_22	0.741538461538462	0.741538461538462	0.741538461538462	spearman_abs_threshold	GeoB25202_R1
S__GCA_012974305.1	S__GCA_009377375.1	0.641025641025641	0.641025641025641	0.641025641025641	spearman_abs_threshold	GeoB25202_R1
S__GCA_017368835.1	S__GCA_009377375.1	0.574017094017094	0.574017094017094	0.574017094017094	spearman_abs_threshold	GeoB25202_R1
S__3300024060_27	S__GCA_009377375.1	0.558974358974359	0.558974358974359	0.558974358974359	spearman_abs_threshold	GeoB25202_R1
S__GCA_016202695.1	S__GCA_009377375.1	0.579487179487179	0.579487179487179	0.579487179487179	spearman_abs_threshold	GeoB25202_R1
S__GCA_009885795.1	S__GCA_009377375.1	0.613675213675214	0.613675213675214	0.613675213675214	spearman_abs_threshold	GeoB25202_R1
S__3300027706_22	S__GCA_009377375.1	0.752478632478633	0.752478632478633	0.752478632478633	spearman_abs_threshold	GeoB25202_R1
S__GCA_012974305.1	S__3300008212_1	0.691623931623932	0.691623931623932	0.691623931623932	spearman_abs_threshold	GeoB25202_R1
S__GCA_017368835.1	S__3300008212_1	0.580854700854701	0.580854700854701	0.580854700854701	spearman_abs_threshold	GeoB25202_R1
S__GCA_001795235.1	S__3300008212_1	0.619145299145299	0.619145299145299	0.619145299145299	spearman_abs_threshold	GeoB25202_R1
S__3300024060_27	S__3300008212_1	0.56991452991453	0.56991452991453	0.56991452991453	spearman_abs_threshold	GeoB25202_R1
S__3300004632_4	S__3300008212_1	0.701196581196581	0.701196581196581	0.701196581196581	spearman_abs_threshold	GeoB25202_R1
S__GCA_016869675.1	S__3300008212_1	0.88991452991453	0.88991452991453	0.88991452991453	spearman_abs_threshold	GeoB25202_R1
S__3300017441_13	S__3300008212_1	0.713504273504274	0.713504273504274	0.713504273504274	spearman_abs_threshold	GeoB25202_R1
S__GCA_016202695.1	S__3300008212_1	0.617094017094017	0.617094017094017	0.617094017094017	spearman_abs_threshold	GeoB25202_R1
S__GCA_013349685.1	S__3300008212_1	0.708034188034188	0.708034188034188	0.708034188034188	spearman_abs_threshold	GeoB25202_R1
S__GCA_016190405.1	S__3300008212_1	0.688205128205128	0.688205128205128	0.688205128205128	spearman_abs_threshold	GeoB25202_R1
S__GCA_013003675.1	S__3300008212_1	0.736068376068376	0.736068376068376	0.736068376068376	spearman_abs_threshold	GeoB25202_R1
S__3300024431_27	S__3300008212_1	0.818119658119658	0.818119658119658	0.818119658119658	spearman_abs_threshold	GeoB25202_R1
S__GCA_009885795.1	S__3300008212_1	0.776410256410256	0.776410256410256	0.776410256410256	spearman_abs_threshold	GeoB25202_R1
S__3300027706_22	S__3300008212_1	0.580854700854701	0.580854700854701	0.580854700854701	spearman_abs_threshold	GeoB25202_R1
S__3300024058_12	S__GCA_001798595.1	0.66974358974359	0.66974358974359	0.66974358974359	spearman_abs_threshold	GeoB25202_R1
S__GCA_012974305.1	S__GCA_001798595.1	0.672478632478633	0.672478632478633	0.672478632478633	spearman_abs_threshold	GeoB25202_R1
S__GCA_001795235.1	S__GCA_001798595.1	0.727179487179487	0.727179487179487	0.727179487179487	spearman_abs_threshold	GeoB25202_R1
