from	to	weight	abs_weight	method	estimator	aracne_eps	core
S__GCA_018649285.1	S__GCA_018646525.1	0.061744361626803	0.061744361626803	mi_aracne	spearman	0	ST8
S__IMGVR_UViG_GVMAG-M-3300023179-21_000001	S__3300022885_8	0.115082477477708	0.115082477477708	mi_aracne	spearman	0	ST8
S__GCA_905182495.1	S__3300022885_8	0.104111380552794	0.104111380552794	mi_aracne	spearman	0	ST8
S__3300020396_14	S__3300022885_8	0.148712829459658	0.148712829459658	mi_aracne	spearman	0	ST8
S__GCA_018644615.1	S__3300022885_8	0.0648759180360767	0.0648759180360767	mi_aracne	spearman	0	ST8
S__GCA_905181585.1	S__TARA_ARC_108_MAG_00082	0.489652457057484	0.489652457057484	mi_aracne	spearman	0	ST8
S__GCA_905182765.1	S__TARA_ARC_108_MAG_00082	0.179663296244569	0.179663296244569	mi_aracne	spearman	0	ST8
S__GCA_905480315.1	S__GCA_905478765.1	0.355809821410273	0.355809821410273	mi_aracne	spearman	0	ST8
S__GCA_004357655.1	S__3300027844_32	0.132849565200082	0.132849565200082	mi_aracne	spearman	0	ST8
S__GCA_008975185.1	S__3300027844_32	0.138690064896347	0.138690064896347	mi_aracne	spearman	0	ST8
S__GCA_003645435.1	S__3300027844_32	0.254988183778242	0.254988183778242	mi_aracne	spearman	0	ST8
S__GCA_016178045.1	S__GCA_004124475.1	1.20024757709103	1.20024757709103	mi_aracne	spearman	0	ST8
S__GCA_015659905.1	S__GCA_018695965.1	0.0673096139900873	0.0673096139900873	mi_aracne	spearman	0	ST8
S__GCA_018673385.1	S__GCA_018695965.1	0.189349082229155	0.189349082229155	mi_aracne	spearman	0	ST8
S__3300010316_3	S__3300007722_38	0.21576174187128	0.21576174187128	mi_aracne	spearman	0	ST8
S__TARA_ARC_108_MAG_00069	S__3300007722_38	0.213848509078255	0.213848509078255	mi_aracne	spearman	0	ST8
S__GCF_003201655.1	S__3300007722_38	0.28292235893329	0.28292235893329	mi_aracne	spearman	0	ST8
S__GCA_018646525.1	S__GCA_016776815.1	0.0702930132024599	0.0702930132024599	mi_aracne	spearman	0	ST8
S__TARA_ARC_108_MAG_00082	S__GCA_016776815.1	0.261379186403452	0.261379186403452	mi_aracne	spearman	0	ST8
S__GCA_015658865.1	S__GCA_905620495.1	0.0434639530596172	0.0434639530596172	mi_aracne	spearman	0	ST8
S__GCA_018675705.1	S__GCA_016777505.1	0.0345716929222206	0.0345716929222206	mi_aracne	spearman	0	ST8
S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	S__GCA_016777505.1	0.0564818921416473	0.0564818921416473	mi_aracne	spearman	0	ST8
S__GCA_905182145.1	S__GCA_016777505.1	0.356268968635037	0.356268968635037	mi_aracne	spearman	0	ST8
S__GCA_009392435.1	S__GCA_002713895.1	0.0901388647995343	0.0901388647995343	mi_aracne	spearman	0	ST8
S__3300027700_11	S__GCA_002713895.1	0.0631998273674461	0.0631998273674461	mi_aracne	spearman	0	ST8
S__3300026074_4	S__GCA_002713895.1	0.123153759124569	0.123153759124569	mi_aracne	spearman	0	ST8
S__3300022885_8	S__GCA_002713895.1	0.120545743704864	0.120545743704864	mi_aracne	spearman	0	ST8
S__GCA_902806065.1	S__GCA_018692355.1	0.0913297859928332	0.0913297859928332	mi_aracne	spearman	0	ST8
S__GCA_905620495.1	S__GCA_905479565.1	0.0662731659325206	0.0662731659325206	mi_aracne	spearman	0	ST8
S__3300027833_15	S__GCA_905479565.1	0.155956723405281	0.155956723405281	mi_aracne	spearman	0	ST8
S__GCA_018651215.1	S__GCA_013696905.1	0.0549551668717318	0.0549551668717318	mi_aracne	spearman	0	ST8
S__3300025792_6	S__GCA_013696905.1	0.239256360505706	0.239256360505706	mi_aracne	spearman	0	ST8
S__3300027838_10	S__3300020285_8	0.0436031608930956	0.0436031608930956	mi_aracne	spearman	0	ST8
S__GCA_018695965.1	S__GCF_014077465.1	0.0932270587255153	0.0932270587255153	mi_aracne	spearman	0	ST8
S__GCA_009937425.1	S__GCA_018067145.1	0.125370034714371	0.125370034714371	mi_aracne	spearman	0	ST8
