sample	PC1	PC2	PC3	PC4	PC5	label	core	flowcell	depth_in_core_cm	y_bp	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst	age_kyr	total_tax_abund_tad	detected_taxa_tad	total_n_reads	total_n_reads_tad	total_tax_abund_read	total_tax_abund_aln	threshold	log_total_tax_abund_tad	log_total_n_reads	log_total_n_reads_tad
LV7008886754	-17.3692912074483	21.8808107005604	-3.13109170976485	8.09022077691997	8.89897222036036	LV7008886754	GeoB25202_R1		173.5	71889.5	93.18	10.5567572325	uk37_alkenone	4.211105	95700354	45.2	38747528	46.3	10.5567572325	71.8895	282944	51	673605	341402	500301	522184	10	5.45170202380025	5.82840594689315	5.53326733305792
LV7008886766	-23.955999106185	24.7200213344113	-0.0467164670478109	8.45955878025387	6.67160225315641	LV7008886766	GeoB25202_R2		173.5	71889.5	126.44	10.5567572325	uk37_alkenone	4.211105	78971219	43.7	39085954	44.9	10.5567572325	71.8895	347511	58	761909	422216	575300	601327	10	5.54096980588671	5.88190367368631	5.62553571560725
LV3003047125	-4.06540200842727	-8.99727118140342	3.77473365341793	0.992830761348169	-0.719414769522809	LV3003047125	ST8		469.2	72872	32.35	5.52658484580083	mgca_jonkers_2013	4.22744	36807425	62	6069589	66	9.79667019017442	72.872	12275	5	79310	13622	54555	56632	10	4.08905687975979	4.89933342575389	4.13427275662063
LV3003061503	-4.12069294111037	28.5343875585499	-1.11896329923626	6.80946175128695	13.1530559039941	LV3003061503	ST13		169.8	73147.2	217.76	7.64208514608633	mgca_jonkers_2013	4.20056	97446873	68.6	49665279	71.4	9.58376845577441	73.1472	370434	63	802248	475055	570505	585095	10	5.56871201361669	5.90430918442164	5.67674480764059
LV3003047124	-3.71300709567653	-11.0214434413626	3.97554606667906	-0.67162418974158	-0.365427172416494	LV3003047124	ST8		474.2	74227	25.72	5.39955279167078	mgca_jonkers_2013	4.01184	56910985	56.2	4264279	59.8	8.74840765343023	74.227	8519	3	52377	11171	31856	33160	10	3.9304395947667	4.71914891131818	4.04813092702897
LV7008886730	-9.33428071088422	18.4645028885149	-8.78769830814852	16.1326409576624	7.35452887956596	LV7008886730	GeoB25202_R1		179.5	75351	65.59	7.8788526045	uk37_alkenone	3.98861	89081140	43.4	31762557	44.5	7.8788526045	75.351	271462	42	685536	366642	470001	491961	10	5.43371064427159	5.83603089962471	5.56424339779912
LV7008886742	-14.2837569268874	28.3481960147316	-3.79965266630225	12.881273005313	15.9523580812369	LV7008886742	GeoB25202_R2		179.5	75351	108.77	7.8788526045	uk37_alkenone	3.98861	92781115	43.1	39562418	43.9	7.8788526045	75.351	362435	57	821505	465575	578204	604487	10	5.55923132869806	5.91461073972163	5.66799058475135
LV3003047123	-3.52262309553254	-14.5921438440498	7.20610933654261	-1.44318073186482	4.76784684651911	LV3003047123	ST8		479.2	75589	0.85	5.27252073754074	mgca_jonkers_2013	4.01479	138968645	61.2	2680752	68.5	7.91867251010661	75.589	0	0	19791	0	12237	12774	10	0	4.29648968228505	0
LV3003061485	-4.60323909255252	27.0930352000425	15.4201757268233	7.18684079567184	21.9773172401802	LV3003061485	ST13		174.8	75779.6	260.72	7.29350072787861	mgca_jonkers_2013	4.035756	104758234	70.5	60355839	72.6	7.95056189669746	75.7796	562962	91	1032418	677844	800018	815175	10	5.75047985235779	6.01385598843211	5.83113039690467
LV3003047122	-3.83303697431943	-13.624849718905	5.89401959878382	-1.18432338420452	3.56553596523751	LV3003047122	ST8		484.2	76951	31.46	5.14548868341069	mgca_jonkers_2013	4.07902	24623727	58.2	2750192	61.2	8.14654944891421	76.951	1925	1	31604	2762	19661	20343	10	3.28465628278852	4.49975579466378	3.44138088491651
LV3003061474	-1.57753142813135	17.8895577832187	-7.35156084473465	0.0886592156318624	2.67337387515093	LV3003061474	ST13		179.8	77779.8	196.45	6.94491630967089	mgca_jonkers_2013	4.056606	61905276	70.5	36941813	72.6	8.28521641432076	77.7798	153030	33	422837	206498	282984	290110	10	5.18477941621114	5.62617400997107	5.31491795286635
LV7008886706	-10.9589762305786	16.6698668166297	-13.4075074757003	5.63459992071164	6.99912805388878	LV7008886706	GeoB25202_R1		185.5	79025.5	126.07	8.49363513875	uk37_alkenone	4.046175	120762355	45.3	44372285	46.5	8.49363513875	79.0255	243665	36	661398	355674	418392	443256	10	5.38679493401638	5.8204635339481	5.55105334018265
LV7008886718	-5.72907000857258	3.62366263961787	-14.7853896276329	9.11860124420632	1.56760864786066	LV7008886718	GeoB25202_R2		185.5	79025.5	84.54	8.49363513875	uk37_alkenone	4.046175	89422185	43.8	31128648	44.8	8.49363513875	79.0255	132358	20	447752	191198	278555	295924	10	5.12175347731433	5.6510385043571	5.28148561651949
LV3003047093	-5.20661257380333	0.254874217281341	2.29308491974299	7.84099688052825	-3.40283455807795	LV3003047093	ST8		494.2	79675	113.42	4.8914245751506	mgca_jonkers_2013	3.94875	32053168	64.3	15287314	67.4	8.33291896762292	79.675	63204	18	230230	72550	159624	163851	10	4.80075143566399	5.36216379984334	4.86064340287284
LV3003047106	-4.42095778203451	-7.66032333724475	0.186231391658606	1.21003524075286	0.60797734187008	LV3003047106	ST8		499.2	81063.75	62.43	5.17810449410702	mgca_jonkers_2013	3.818725	64245615	57.3	11079779	60.7	7.9892783476803	81.06375	17791	6	115522	25715	70789	73361	10	4.25022476990196	5.0626684585023	4.41020341708945
LV7008886743	-9.31981675144637	-2.49613726316654	-15.003127349229	4.95746064414223	4.45923884335621	LV7008886743	GeoB25202_R1		189.5	81670.5	85.87	7.83914049266667	uk37_alkenone	3.80659	54153294	42.7	24381951	43.7	7.83914049266667	81.6705	114931	16	373039	182279	225437	240474	10	5.06044096418474	5.57175540244644	5.26073901991041
LV7008886755	-9.58395084633319	-1.02530308834747	-13.2270062857293	6.58133615387845	8.13293881186012	LV7008886755	GeoB25202_R2		189.5	81670.5	58.83	7.83914049266667	uk37_alkenone	3.80659	55364060	44.5	24465147	45.1	7.83914049266667	81.6705	131303	19	431403	204377	262013	276952	10	5.11827795648908	5.63488416758589	5.31043414492245
LV3003061569	-11.9848337677073	25.2682434851605	0.230482895002868	-2.69654278174658	3.93071833310462	LV3003061569	ST13		184.8	81694.6	141.44	6.59633189146317	mgca_jonkers_2013	3.806108	68025287	68.4	40574926	70.4	7.84255695133946	81.6946	212985	47	477249	256048	355821	363720	10	5.32835105732338	5.6787459370657	5.40832308403556
LV3003047105	-3.81092278214844	-12.6652933599769	3.26188803726024	1.75724258292221	3.81585531759907	LV3003047105	ST8		504.2	82452.5	68.23	5.46478441306344	mgca_jonkers_2013	3.813575	16496033	62.3	4172799	66.1	7.94999819731899	82.4525	5647	3	45301	10289	25937	28421	10	3.75189468804375	4.65611737573889	4.01241537476243
LV3003047104	-3.50731141677628	-10.6084304253495	4.16309465152595	0.301108377053419	1.34673972781592	LV3003047104	ST8		509.2	83841.25	1	5.75146433201987	mgca_jonkers_2013	3.8215875	113383177	60.2	4784193	65.9	8.14686985631632	83.84125	9393	3	67837	15217	40405	43286	10	3.97285055584723	4.83147303556694	4.18235757976453
LV3003047101	-4.33513277031245	-7.34782327509752	-0.321618738327162	0.238661526100904	0.693910182621334	LV3003047101	ST8		514.2	85230	13.39	6.03814425097629	mgca_jonkers_2013	3.9753	127819917	64.4	11082300	71.1	8.34374151531365	85.23	24292	7	144579	31238	93032	97033	10	4.38548115016924	5.16010822041095	4.49469712311074
LV3003047100	-4.99511281544265	-3.25869529715283	-0.932809690594366	3.56861141911072	0.89078726604918	LV3003047100	ST8		519.2	86611.75	84.21	6.32482416993271	mgca_jonkers_2013	4.13341	95184735	62.5	20731269	66.1	8.5396208419164	86.61175	37406	12	193562	43142	129723	134004	10	4.572952879658	5.28682234454502	4.63491034100171
LV3003061556	-6.56201295304124	10.8985421834146	-7.86344294949711	-0.2718052900311	3.06834273809251	LV3003061556	ST13		189.8	86617.4	171.57	7.55543370271281	mgca_jonkers_2013	4.134088	66695607	68.8	34433301	71.6	8.5404217959206	86.6174	128346	25	336231	158307	237094	244082	10	5.1083857218686	5.52663904391034	5.19950286222854
LV7008886719	-7.50440336380502	-8.04040941043769	-9.63841938981465	4.25345217981371	6.66087931034797	LV7008886719	GeoB25202_R1		195.5	87282.5	42.16	8.63470754958333	uk37_alkenone	4.160225	234101729	39.4	26822639	40.8	8.63470754958333	87.2825	73433	10	288872	103157	173248	185958	10	4.86589718516838	5.46070695167809	5.01350291356106
LV7008886731	-6.87469663142753	-4.71000425815624	-11.5559088831788	5.78435802467246	4.20682965112475	LV7008886731	GeoB25202_R2		195.5	87282.5	63.44	8.63470754958333	uk37_alkenone	4.160225	79646998	39.2	25551214	40.6	8.63470754958333	87.2825	97390	12	332146	145541	195319	210920	10	4.98851882514419	5.52133033418437	5.16298833858733
LV3003047080	-0.49646424295007	-1.19138658848034	-2.83812604055063	6.40807874341195	-6.6742950545435	LV3003047080	ST8		524.2	87993.5	86.42	6.61150408888914	mgca_jonkers_2013	4.110455	48772380	63.9	19379963	67.4	8.44662940914954	87.9935	50116	12	222938	70992	135120	140476	10	4.69998506626385	5.3481860487549	4.85121552884238
LV3003047091	-4.71480835247554	-8.99035268574108	0.578769987206085	0.837391814283125	0.860116087772941	LV3003047091	ST8		529.2	89375.25	64.75	6.89818400784556	mgca_jonkers_2013	4.072495	58200278	56.8	10983574	61.4	8.08112030852452	89.37525	22174	5	145504	32107	93363	96992	10	4.34586362850376	5.1628779172745	4.50661325430474
LV3003047090	-3.88088493549225	-9.99668511147478	1.64210768102564	0.0667980804664219	1.92149435672	LV3003047090	ST8		534.2	90757	58.67	7.18486392680198	mgca_jonkers_2013	4.03729	54585489	70.8	9274012	80.3	7.7156112078995	90.757	15575	4	73782	21225	46610	48414	10	4.19245593851198	4.86795630956465	4.32686815989368
LV3003061541	-3.33483004804319	11.7354213146088	-7.44138326549166	0.445804857518379	0.379560667316538	LV3003061541	ST13		194.8	91090	185.23	8.51453551396245	mgca_jonkers_2013	4.0255	66138813	67.5	39989469	69.2	7.62752397756975	91.09	157486	32	412629	208092	276543	283124	10	5.19724471011749	5.6155607998873	5.31825747130963
LV3003047089	-7.30921669241311	-11.4818916896825	2.23001166771553	0.878312020536952	5.90235038011309	LV3003047089	ST8		539.2	92138.5	1.23	7.4715438457584	mgca_jonkers_2013	3.96892	470599457	65.4	14420088	86.5	7.35016823882878	92.1385	14360	5	89819	22912	55752	60054	10	4.15718468220161	4.9533730507267	4.36008195510597
LV3003047088	-3.98831406365985	-12.8623546244698	3.36142893845465	-0.770962617170901	4.31565610636685	LV3003047088	ST8		544.2	93520	46.2	7.75822376471483	mgca_jonkers_2013	3.8688	27343593	58.7	3769785	62.9	6.98472526975806	93.52	4423	2	34081	6445	20786	21656	10	3.64581511829664	4.53252507211221	3.80929030117632
LV3003047087	-4.73234838553491	-14.4599967237712	5.07021403454812	-1.09712875581096	6.38426197463145	LV3003047087	ST8		549.2	94901.5	1.28	8.04490368367125	mgca_jonkers_2013	3.776895	97312152	62.8	5067910	70.1	6.61928230068734	94.9015	1452	1	28827	1712	17810	18454	10	3.16226561429802	4.4598145133874	3.23375736296551
LV3003061528	-10.4751342547815	25.0056263883538	4.927262504585	3.59670045903265	13.5690432696067	LV3003061528	ST13		199.8	95118	368.13	9.4736373252121	mgca_jonkers_2013	3.76764	82665530	65	48781896	67.2	6.56201237466214	95.118	275615	61	624957	360445	445645	456527	10	5.44030442553607	5.79585083177425	5.55684021036293
LV7008886695	-7.40152377708646	0.45477376397261	-15.0541698831781	6.82166353997705	2.65350796832393	LV7008886695	GeoB25202_R1		201.5	95387.5	81.19	6.490722559125	uk37_alkenone	3.76225	82123360	42.3	30717060	43.5	6.490722559125	95.3875	147712	18	491115	233108	294739	312590	10	5.16941871860116	5.69118408318173	5.36755904132359
LV7008886707	-6.39355821170522	-2.90369860275233	-12.3410908455953	6.55886110616816	3.60321949173024	LV7008886707	GeoB25202_R2		201.5	95387.5	68.75	6.490722559125	uk37_alkenone	3.76225	69827293	43.2	25105592	44.1	6.490722559125	95.3875	109040	14	378505	166821	225188	237946	10	5.03758982569979	5.57807276823831	5.2222533235713
LV3003047064	-3.52262309553254	-14.5921438440498	7.20610933654261	-1.44318073186482	4.76784684651911	LV3003047064	ST8		554.2	96283	31.71	8.33158360262767	mgca_jonkers_2013	3.77264	37955526	51.3	1581576	57.8	6.64358420103273	96.283	0	0	12146	0	7147	9138	10	0	4.08446903148808	0
LV3003047079	-7.61060269550942	-10.9135784688608	-0.125854824556398	0.306264838740007	6.15224849438633	LV3003047079	ST8		559.2	97520	59.02	7.11639516042118	mgca_jonkers_2013	3.8664	51410020	73	14691354	78.1	6.85473981358423	97.52	15418	7	87345	23451	54543	56617	10	4.18805620843837	4.9412430213086	4.37017988551276
LV3003047078	-3.52262309553254	-14.5921438440498	7.20610933654261	-1.44318073186482	4.76784684651911	LV3003047078	ST8		564.2	98757	23.95	5.90120671821468	mgca_jonkers_2013	3.80916	28784307	48.2	1579128	51.4	7.06589542613573	98.757	0	0	5692	0	3305	3593	10	0	3.75534118381155	0
LV3003047077	-4.76117796982	-14.4568474579225	5.0193124173447	-1.08888181355628	6.42278359318464	LV3003047077	ST8		569.2	99714.5	39.39	4.68601827600819	mgca_jonkers_2013	3.801435	34817460	60	3990510	64.6	7.22934045363618	99.7145	1756	1	23975	2055	14599	15208	10	3.2447717614953	4.37977672993759	3.31302311032324
LV3003047074	-3.52262309553254	-14.5921438440498	7.20610933654261	-1.44318073186482	4.76784684651911	LV3003047074	ST8		574.2	100672	71.25	3.47082983380169	mgca_jonkers_2013	3.88392	3239870	51.6	919900	52.8	7.39278548113664	100.672	0	0	2230	0	1391	1492	10	0	3.34849957028384	0
LV3003061514	-17.2158257362067	25.2574376658516	11.8424414189069	1.00853511693832	9.88054183023302	LV3003061514	ST13		204.8	100672.6	311.64	10.4327391364617	mgca_jonkers_2013	3.883986	95754874	64.4	51605616	66.3	7.39288790099721	100.6726	446891	84	846133	527819	664194	676953	10	5.65020258024337	5.92743914655226	5.72248584235443
LV3003047073	-3.52262309553254	-14.5921438440498	7.20610933654261	-1.44318073186482	4.76784684651911	LV3003047073	ST8		579.2	101685	16.41	3.39144821384191	mgca_jonkers_2013	3.8789	8394072	50.9	674057	55.5	7.56570434574025	101.685	0	0	1178	0	705	761	10	0	3.07151380509509	0
LV7008886768	-5.74036000925127	-1.10073998591841	-9.87111186045201	9.35644420390494	2.11238445286987	LV7008886768	GeoB25202_R1		205.5	102295.5	82.16	7.669916553875	uk37_alkenone	3.86591	70034523	44	24756324	45.4	7.669916553875	102.2955	96975	16	391544	154759	232999	246068	10	4.98666426666594	5.59278168243125	5.18965872104921
LV7008886780	-5.69483192458539	11.6477095064782	-8.57768192461673	7.48661719230865	1.45962058641033	LV7008886780	GeoB25202_R2		205.5	102295.5	96.96	7.669916553875	uk37_alkenone	3.86591	90635071	44.1	32708902	45.2	7.669916553875	102.2955	176918	26	568718	251354	359316	375705	10	5.24777447594	5.75489773758454	5.40028752871592
LV3003047162	-3.52262309553254	-14.5921438440498	7.20610933654261	-1.44318073186482	4.76784684651911	LV3003047162	ST8		584.2	102698	24.03	3.31206659388213	mgca_jonkers_2013	3.87396	19240014	49.7	2263696	51.8	7.78994871915485	102.698	0	0	8357	0	4673	5115	10	0	3.92210236680761	0
LV3003047063	-3.52262309553254	-14.5921438440498	7.20610933654261	-1.44318073186482	4.76784684651911	LV3003047063	ST8		589.2	103695	26.33	3.23268497392235	mgca_jonkers_2013	3.9078	36052618	54.5	1895929	59.4	8.08727062917724	103.695	0	0	7747	0	4495	5051	10	0	3.88918961204707	0
LV3003047062	-3.52262309553254	-14.5921438440498	7.20610933654261	-1.44318073186482	4.76784684651911	LV3003047062	ST8		594.2	104692	74.51	3.15330335396257	mgca_jonkers_2013	3.87156	12465076	64.7	2870399	66.7	8.38459253919963	104.692	0	0	19240	0	12531	13188	10	0	4.28422763959348	0
LV7008886744	-7.51368555670177	-10.3821250180246	-6.53686795652447	8.0992119364965	6.61072924440377	LV7008886744	GeoB25202_R1		209.5	105578.5	52.79	8.648961519375	uk37_alkenone	3.936775	48866737	42	21324633	43	8.648961519375	105.5785	66565	8	259211	116820	144255	156679	10	4.82325246066024	5.41365510295916	5.06752091952586
LV7008886756	-7.71590946069695	-10.5875305221155	-6.11119274219205	7.17950139038962	6.15342380417056	LV7008886756	GeoB25202_R2		209.5	105578.5	62.05	8.648961519375	uk37_alkenone	3.936775	52490713	43.1	18754669	44.3	8.648961519375	105.5785	58039	8	252600	96168	145054	155246	10	4.7637274037657	5.40243506551315	4.98303510011868
