label	core	flowcell	depth_in_core_cm	y_bp	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst	age_kyr	total_tax_abund_tad	detected_taxa_tad	total_n_reads	total_n_reads_tad	total_tax_abund_read	total_tax_abund_aln	threshold	sample	log_total_tax_abund_tad	log_total_n_reads	log_total_n_reads_tad
LV7008886751	GeoB25202_R1		38.5	7133.5	84.76	6.13742853745238	uk37_alkenone	3.376675	167350731	43.1	40174994	44.4	6.13742853745238	7.1335	99206	14	327700	142749	203241	212124	10	LV7008886751	4.99654231685295	5.51547776666104	5.15457611691789
LV7008886763	GeoB25202_R2		38.5	7133.5	37.96	6.13742853745238	uk37_alkenone	3.376675	153803085	44.3	35210092	46.4	6.13742853745238	7.1335	59198	10	198976	89240	117463	123364	10	LV7008886763	4.77231437060552	5.29880287866916	4.95056442817443
LV3003061546	ST13		25	7197	267.14			3.37985	57808931	62.4	41212328	62.7	6.14534613060279	7.197	202234	27	429823	258502	302657	310310	10	LV3003061546	5.30585631936311	5.6332906614499	5.41246558756878
LV3003061533	ST13		30	7912	290.8			3.4156	103171906	59.1	63404336	59.5	6.23449698261132	7.912	184474	31	446525	248339	295532	304047	10	LV3003061533	5.26593751901699	5.64984675175263	5.3950466767844
LV3003046980	ST8		40	8056	95.39	5.42145708999487	mgca_jonkers_2013	3.41776	84644758	80.9	70313255	82.7	6.25245183951933	8.056	153149	44	340447	192769	239821	245307	10	LV3003046980	5.18511700114259	5.53205078721016	5.28503944736652
LV3003061518	ST13		35	9804	303.98			3.49256	114542623	68.5	78968770	69.5	6.47040385254158	9.804	392118	95	737122	478177	561102	571602	10	LV3003061518	5.59341788640946	5.86753996243736	5.67958959123105
LV3003046952	ST8		50	10260	116.29	4.62794382549722	mgca_jonkers_2013	3.5408	88430474	83.4	60192917	86	6.52726089941695	10.26	153172	46	270396	146879	243816	249992	10	LV3003046952	5.18518221840086	5.43200186888693	5.16696266385717
LV3003046938	ST8		55	11169	92.71	4.63006993265698	mgca_jonkers_2013	3.65408	135351707	83.8	73358025	85.5	6.64060093364877	11.169	172589	52	326962	172355	285834	293768	10	LV3003046938	5.23701562874516	5.51449860952574	5.23642640652282
LV3003061506	ST13		40	11950	164.07			3.904	63589346	59.2	48096504	60.6	6.73798109507347	11.95	57678	14	242171	80355	145860	150265	10	LV3003061506	4.76101772226882	5.38412392845009	4.90501831009259
LV3003047044	ST8		60	12078	46.49	4.63219603981674	mgca_jonkers_2013	3.93092	63682406	81.2	26806847	83.3	6.75394096788059	12.078	48888	19	162305	52885	122249	125267	10	LV3003047044	4.68921115407865	5.21033457477834	4.72334072066578
LV3003047027	ST8		65	12877	149.32	5.04178088906654	mgca_jonkers_2013	4.04278	166139455	84.4	112662581	86.9	6.85356548641879	12.877	211997	59	369391	207397	330155	336967	10	LV3003047027	5.32633176379167	5.56748748559941	5.31680456404361
LV3003047010	ST8		70	13676	131.81	5.45136573831635	mgca_jonkers_2013	4.20872	124044083	83.1	98890535	85.9	6.95319000495699	13.676	173896	48	360427	192788	283012	291044	10	LV3003047010	5.24029208979636	5.55681852196614	5.2850822506478
LV3003061492	ST13		45	14437	376.09			4.37177	119240881	67.3	80494467	68	7.04807643625558	14.437	742995	110	1279250	890539	996008	1013015	10	LV3003061492	5.87098647569516	6.10695576513551	5.94965343125477
LV3003046994	ST8		79.5	15549	87.72	4.99039754502124	mgca_jonkers_2013	4.63274	71148178	57.2	33076881	57.9	7.18672783126745	15.549	109042	13	313754	160658	196731	206525	10	LV3003046994	5.03759779133655	5.49659065546155	5.20590505942912
LV7008886727	GeoB25202_R1		59.5	16437.5	79.12	7.29751179212	uk37_alkenone	4.806875	181407355	47.9	57424152	48.6	7.29751179212	16.4375	236600	60	646000	314978	451226	460959	10	LV7008886727	5.3740165758522	5.81023319027704	5.498281599859
LV7008886739	GeoB25202_R2		59.5	16437.5	82.56	7.29751179212	uk37_alkenone	4.806875	201287627	49.7	67761404	50.8	7.29751179212	16.4375	450610	86	978588	582199	718513	734245	10	LV7008886739	5.65380178920981	5.99060032968863	5.76507220110279
LV3003046979	ST8		84.5	16461	131.92	4.74778270644487	mgca_jonkers_2013	4.80993	62932113	71.5	35885630	73.7	7.29869936048704	16.461	139167	37	322172	152817	253478	261628	10	LV3003046979	5.14353938598524	5.50808914116591	5.18417451157126
LV3003061477	ST13		50	16726	301.74			4.84438	125495327	67.8	84929726	70.8	7.31209108888136	16.726	774397	114	1419643	1006481	1040045	1056758	10	LV3003061477	5.88896422267058	6.15217945127084	6.00280601233886
LV3003046966	ST8		89.5	17373	104.95	4.50516786786849	mgca_jonkers_2013	4.93222	64053262	73.4	33174625	75	7.34478712009314	17.373	165052	48	371258	193022	276694	283404	10	LV3003046966	5.21762342246582	5.56967699054873	5.28560906122511
LV3003046950	ST8		94.5	18099	104.24	2.39521562696755	mgca_jonkers_2013	5.01406	54550611	72.2	30319286	73.7	7.38147540241116	18.099	204526	61	413113	221057	334598	341045	10	LV3003046950	5.31075064817219	5.61606991301029	5.3445062364687
LV3003046937	ST8		99.5	18598	100.16	2.93302273038462	mgca_jonkers_2013	4.98412	37032447	66.6	19341245	67.9	7.40669227965178	18.598	105182	25	346289	148763	219468	224924	10	LV3003046937	5.02194555347939	5.53943995037844	5.17249784725196
LV3003047041	ST8		104.5	19097	105.88	3.47082983380169	mgca_jonkers_2013	4.96291	92918951	73.6	51583899	75.3	7.4319091568924	19.097	453906	93	932409	617210	640872	655454	10	LV3003047041	5.65696688033688	5.96960692263654	5.79043365750247
LV3003061572	ST13		55	19099	341.81			4.96297	148847098	75.5	75948836	100.4	7.43201022654066	19.099	624312	110	1087627	751496	854976	868155	10	LV3003061572	5.79540237829103	6.03648037957836	5.87592725120896
LV3003047026	ST8		109.5	19565	12.35	2.88473711426933	mgca_jonkers_2013	4.97695	948154669	61.9	126124116	64.1	7.455559454585	19.565	489761	68	835934	485200	775651	803273	10	LV3003047026	5.68998508574883	5.92217250921078	5.68592168727705
LV3003047009	ST8		114.5	20142	99.94	3.12499528201102	mgca_jonkers_2013	4.97864	78281501	64.3	50491740	64.7	7.48471804810772	20.142	169468	32	351041	182129	287512	298594	10	LV3003047009	5.22909026678553	5.54535908021803	5.26038148759261
LV3003046993	ST8		119.5	20719	108.7	3.36525344975272	mgca_jonkers_2013	4.93248	230108757	68.3	100382437	69.6	7.51387664163044	20.719	377709	84	543515	300652	595819	613703	10	LV3003046993	5.57715848307303	5.73521233335227	5.47806554171535
LV3003061559	ST13		60	21069	362.3			4.90793	96182866	67.5	57351399	75.1	7.53156383007576	21.069	140462	39	410258	182540	274418	282913	10	LV3003061559	5.1475619398138	5.61305811710469	5.26136042536194
LV3003046978	ST8		124.5	21296	113.8	3.60551161749441	mgca_jonkers_2013	4.90112	72686612	55.3	49044465	56.1	7.54303523515316	21.296	355413	65	809814	478842	546047	565559	10	LV3003046978	5.55073453096223	5.90838581683459	5.68019314303806
LV3003046965	ST8		129.5	21832.3333333333	73.24	3.13112604739667	mgca_jonkers_2013	4.88503	123105827	60	61272397	60.7	7.57013874582794	21.8323333333333	637605	106	1130125	756156	902221	922742	10	LV3003046965	5.80455239520523	6.05312686654017	5.87861197692272
LV3003046949	ST8		134.5	22368.6666666667	140.56	2.65674047729892	mgca_jonkers_2013	4.87262666666667	61245129	56.4	37969700	57.8	7.59724225650273	22.3686666666667	354163	69	780549	511862	511438	524603	10	LV3003046949	5.5492044140084	5.89240072806287	5.70915373772257
LV3003046936	ST8		139.5	22905	189.42	2.18235490720117	mgca_jonkers_2013	4.8619	152063717	62.8	56886217	63.9	7.62434576717752	22.905	547481	97	1025688	671909	778858	796499	10	LV3003046936	5.73836984510269	6.01101569795077	5.827311104719
LV3003061545	ST13		65	23172	284.94			4.8514	110691172	77.3	54077025	90.3	7.63783856522009	23.172	206154	56	497170	277520	333709	340580	10	LV3003061545	5.31419387246785	5.69650578829767	5.44329585174356
LV3003047145	ST8		144.5	23446	279.12	3.07806968232358	mgca_jonkers_2013	4.8377	33473724	69.7	25529607	71.1	7.65168510703157	23.446	151878	42	354097	175239	265863	273301	10	LV3003047145	5.18149772900034	5.54912347380297	5.24363324450614
LV3003047132	ST8		149.5	23987	252.49	3.97378445744599	mgca_jonkers_2013	4.81065	102185528	63	55519062	64.2	7.67902444688563	23.987	749122	110	1357272	941561	1031729	1050665	10	LV3003047132	5.87455313123166	6.13266720983293	5.97384892272904
LV3003047118	ST8		154.5	24528	236.52	4.86949923256839	mgca_jonkers_2013	4.81528	91417437	63.5	42464543	65.7	7.70636378673969	24.528	364583	79	737702	464474	546527	558464	10	LV3003047118	5.56179760544846	5.86788154959746	5.66696234340127
LV3003047099	ST8		159.5	25058	89.55	4.2375054250314	mgca_jonkers_2013	4.8113	28885458	59.3	17167551	60.8	7.73314724352832	25.058	82528	25	278084	108095	178187	183658	10	LV3003047099	4.91660658281548	5.44417756350307	5.0338096235549
LV3003047071	ST8		169.5	26141	140.62	4.12720539382505	mgca_jonkers_2013	4.68128	68001919	56.3	20785023	59.2	7.78787645806057	26.141	45615	14	207472	54127	141767	146659	10	LV3003047071	4.65911719996539	5.31696158676392	4.73342198044391
LV3003047169	ST8		174.5	26670.3333333333	195.44	4.12763158267034	mgca_jonkers_2013	4.72362666666667	78793387	55.3	25386659	57.5	7.81462622496645	26.6703333333333	77912	21	258029	79638	189051	195276	10	LV3003047169	4.89160992695661	5.41167020238581	4.90112579810062
LV3003047156	ST8		179.5	27199.6666666667	175.93	4.12805777151563	mgca_jonkers_2013	4.75	57674275	59.1	20077855	61	7.84137599187233	27.1996666666667	84364	30	259265	81593	198405	203903	10	LV3003047156	4.92616231085006	5.41374556736501	4.91165822416199
LV7008886703	GeoB25202_R1		84.5	27685.5	41.04	7.86592749392857	uk37_alkenone	4.75	139576170	55.3	32441759	57.3	7.86592749392857	27.6855	95155	24	363971	130902	237931	254474	10	LV7008886703	4.97843617764393	5.56106797509626	5.11694959970978
LV7008886715	GeoB25202_R2		84.5	27685.5	77.28	7.86592749392857	uk37_alkenone	4.75	163412376	53.6	44513031	55.5	7.86592749392857	27.6855	168064	31	519185	248485	329033	338676	10	LV7008886715	5.22547727983144	5.71532297307444	5.39530192508535
LV3003047144	ST8		184.5	27729	145.85	4.12848396036092	mgca_jonkers_2013	4.75	92057786	60.2	26538281	62.3	7.87282431997209	27.729	99109	34	312977	110704	226183	233592	10	LV3003047144	4.99611747613729	5.49551381098288	5.044167236266
LV3003047131	ST8		189.5	28245.3333333333	102.07	3.79878121129077	mgca_jonkers_2013	4.74509333333333	52927950	62	18465157	64.2	7.95468779538517	28.2453333333333	38925	12	204751	47758	131204	135999	10	LV3003047131	4.59023977830897	5.31122815260448	4.67905522475807
LV3003061531	ST13		76	28445	99.27	6.67825064126309	mgca_jonkers_2013	4.7411	92367510	61.2	35673132	62.1	7.98634449117112	28.445	233268	50	618525	320838	414712	424428	10	LV3003061531	5.36785702759151	5.79135796009966	5.50628715404892
LV3003047117	ST8		194.5	28761.6666666667	158.61	3.46907846222062	mgca_jonkers_2013	4.73476666666667	120673383	62.4	16047191	66.1	8.03655127079825	28.7616666666667	22279	9	162648	25557	107849	111480	10	LV3003047117	4.34791518650169	5.21125139749296	4.40752686580295
LV3003047098	ST8		199.5	29278	110.66	3.13937571315047	mgca_jonkers_2013	4.69942	78560973	57.5	14314578	59.5	8.11841474621133	29.278	22978	7	143304	29657	85854	89545	10	LV3003047098	4.36133112513853	5.15626134346453	4.47214186084442
LV3003047085	ST8		204.5	29703	130.79	3.1118182170815	mgca_jonkers_2013	4.65267	72934268	58.5	23719130	60.7	8.18579752939511	29.703	52359	17	212375	73340	131722	135845	10	LV3003047085	4.71899963787872	5.32710543681393	4.86534682724336
LV3003047070	ST8		209.5	30128	151.38	3.08426072101253	mgca_jonkers_2013	4.62	68056678	53.6	17883228	56.6	8.25318031257889	30.128	35972	11	174700	44325	111146	115636	10	LV3003047070	4.55597665769943	5.24229539092019	4.64665854212029
LV3003047168	ST8		214.5	30497	193.15	3.05670322494356	mgca_jonkers_2013	4.62	56419893	53.7	23672441	55.4	8.31168442315493	30.497	58840	18	230542	73862	149643	153951	10	LV3003047168	4.7696800449323	5.36275194022914	4.86842694286257
LV3003061517	ST13		81	30678	343.69	6.45738016350526	mgca_jonkers_2013	4.62	166832578	74.7	79298875	86	8.34038156140496	30.678	288794	73	642176	373869	458623	469753	10	LV3003061517	5.46058966988373	5.80765474696085	5.5727206179834
LV3003047155	ST8		219.5	30947.5	72.49	3.59259359265224	mgca_jonkers_2013	4.62	58779708	51.8	15672586	53.7	8.38311017332974	30.9475	32359	9	155133	39371	97484	101130	10	LV3003047155	4.51000851294023	5.19070699055485	4.59518747643367
LV3003047143	ST8		224.5	31398	133.26	4.12848396036092	mgca_jonkers_2013	4.61204	135126726	57.5	24111588	60.5	8.45453592350455	31.398	57754	18	235680	74144	160463	166304	10	LV3003047143	4.76158958819036	5.37232457222412	4.87008186951646
LV3003047130	ST8		229.5	31936	108.94	4.9756968195377	mgca_jonkers_2013	4.60128	43901456	63.3	16307041	66.4	8.53983459962896	31.936	23292	9	136751	25518	95002	98725	10	LV3003047130	4.36722542668583	5.13593368661506	4.40686365190684
LV3003047114	ST8		234.5	32385.5	41.03	4.80182032251746	mgca_jonkers_2013	4.59229	21045484	64.8	12594552	66.9	8.61110180207863	32.3855	25226	11	130645	27701	92575	95571	10	LV3003047114	4.40186560719961	5.11609611743479	4.44251112493479
LV3003061505	ST13		86	32810	188.85	6.23650968574743	mgca_jonkers_2013	4.5838	82717700	80.4	45809256	89.7	8.67840531139984	32.81	93726	29	306370	136372	193549	198928	10	LV3003061505	4.97186471641497	5.48624765411973	5.13472839442805
LV3003047097	ST8		239.5	32835	93.56	4.62794382549722	mgca_jonkers_2013	4.5833	84081411	56.6	17377814	59.5	8.6823690045283	32.835	33146	13	193815	40831	129492	134819	10	LV3003047097	4.52044422829424	5.28738962630033	4.61100065270505
LV3003047084	ST8		244.5	33276	4.13	6.53096294335688	mgca_jonkers_2013	4.58276	390411795	56.1	31074859	58.4	8.75228855131429	33.276	74976	26	309160	78911	229978	237787	10	LV3003047084	4.87492805932492	5.49018470337998	4.89714305057962
LV3003047069	ST8		249.5	33743.6870748299	233.37	6.20212176047846	mgca_jonkers_2013	4.5874368707483	66820935	59	22512581	61.8	8.82643927310517	33.7436870748299	28052	11	161505	29568	109801	113203	10	LV3003047069	4.44797931171617	5.20818866114693	4.47083663728143
LV3003047167	ST8		259.5	34678.12	171.35	5.57495241758692	mgca_jonkers_2013	4.556094	55257624	57.2	14241098	59.7	8.97459148768522	34.67812	11813	5	111011	15395	68890	71993	10	LV3003047167	4.07239696652176	5.04536992700376	4.18740790242255
LV3003061488	ST13		91	35041	245.05	6.0156392079896	mgca_jonkers_2013	4.53631	127243231	79.7	66338584	85.6	9.03212528618341	35.041	258460	70	573392	335670	405704	413972	10	LV3003061488	5.41239502030189	5.75845238676197	5.52591382237996
LV3003047154	ST8		264.5	35130.12	109.23	5.75466161579687	mgca_jonkers_2013	4.5282892	24559061	57.6	12574749	58.9	9.04625505944773	35.13012	21545	9	137947	24604	84661	87402	10	LV3003047154	4.33336665550972	5.13971540836533	4.3910233693701
LV3003047142	ST8		269.5	35582.3	78.67	5.88471892901571	mgca_jonkers_2013	4.487593	67334598	64.9	15239544	67.1	9.11794716980078	35.5823	12626	6	102752	12838	69035	71227	10	LV3003047142	4.10130018046768	5.01179451049386	4.10853119885787
LV3003047129	ST8		274.5	36037.3	75.83	5.23689671070721	mgca_jonkers_2013	4.450373	33964594	62.9	16307844	64.1	9.19008638473871	36.0373	45676	16	195070	56495	129585	134071	10	LV3003047129	4.65969757233432	5.29019271031658	4.75201770021902
LV3003047113	ST8		279.5	36489.27	109.94	4.62053611323564	mgca_jonkers_2013	4.4548927	73296885	60.2	24562830	62.8	9.26174520006947	36.48927	101046	22	335952	120137	230612	237846	10	LV3003047113	5.00452342420673	5.52627852361485	5.07968039774457
LV7008886226	GeoB25202_R2		105.5	36607	46.28	9.28041102375	uk37_alkenone	4.45607	193464268	41.2	26190630	42.8	9.28041102375	36.607	115045	13	424739	172903	253424	276382	10	LV7008886226	5.06087152341208	5.62812316271249	5.2378050404563
LV7008886776	GeoB25202_R1		105.5	36607	70.05	9.28041102375	uk37_alkenone	4.45607	152962664	56	41404251	58.3	9.28041102375	36.607	167473	47	452604	190454	339370	348537	10	LV7008886776	5.22394739326548	5.65571934736598	5.2797923786452
LV3003047096	ST8		284.5	36893.77	135.25	4.49707424220948	mgca_jonkers_2013	4.4589377	56084885	55.6	20029588	57.5	9.23725876185055	36.89377	115701	22	383776	176195	231970	240193	10	LV3003047096	5.06334086613807	5.58407894363449	5.24599604483854
LV3003061476	ST13		96	37160	137.29	5.79476873023177	mgca_jonkers_2013	4.452	84098583	70.2	34228366	72.2	9.19719729556924	37.16	123122	35	330655	136226	256027	260917	10	LV3003061476	5.09033918891872	5.51937640770914	5.13426319266415
LV3003047083	ST8		289.5	37303.19	129.5	4.36334977083705	mgca_jonkers_2013	4.4448405	66017005	60.6	17923283	63	9.1756505076159	37.30319	33584	12	171282	37524	114495	118732	10	LV3003047083	4.52614535263471	5.23371426096571	4.57432070091531
LV3003047068	ST8		294.5	37789.69	99.85	4.0688445607065	mgca_jonkers_2013	4.4205155	45243801	64.9	16258007	69	9.10244349358346	37.78969	46444	15	200426	58717	132498	136460	10	LV3003047068	4.66693896721471	5.30195622598343	4.76877125460971
LV3003047166	ST8		299.5	38273.43	109.28	3.82073071156393	mgca_jonkers_2013	4.4482802	47667591	67.1	14626855	69.9	9.0296517958074	38.27343	52368	15	227846	65801	154714	160416	10	LV3003047166	4.71907428101189	5.3576433147178	4.81823909385352
LV3003047153	ST8		304.5	38713.93	119.12	4.29941485123281	mgca_jonkers_2013	4.5099502	61725484	65.2	21806731	67.7	8.96336671938132	38.71393	71805	19	255933	87216	175693	181786	10	LV3003047153	4.85616073474399	5.40812798433007	4.94060114418271
LV3003047141	ST8		309.5	39153.47	61.93	4.70233543022987	mgca_jonkers_2013	4.55	956051	61.3	849760	61.8	8.89722610078355	39.15347	0	0	6535	0	3480	3677	10	LV3003047141	0	3.81531204352436	0
LV3003047128	ST8		314.5	39577.97	73.06	3.9182935587019	mgca_jonkers_2013	4.55	61094930	57.4	16749573	59.4	8.83334865482924	39.57797	50942	17	227665	66292	143629	148677	10	LV3003047128	4.70708451669909	5.35729817723385	4.82146767287128
LV3003047112	ST8		319.5	40033.5	82.07	3.21978661089373	mgca_jonkers_2013	4.54866	36464277	69.6	15715775	72.5	8.76480191052874	40.0335	47715	19	195505	59066	133581	137031	10	LV3003047112	4.67866402991157	5.29116009025826	4.77134491369625
LV3003061571	ST13		101	40457	159.84	6.07677656849543	mgca_jonkers_2013	4.53172	90191213	63	44685952	68.8	8.70107494147892	40.457	161423	22	467792	254181	277406	285569	10	LV3003061571	5.20796810469022	5.67005371878968	5.40514479256944
LV3003047095	ST8		324.5	40975.1666666667	76.96	3.86132680136238	mgca_jonkers_2013	4.51099333333333	55822169	58.7	15927657	60.6	8.62310282547109	40.9751666666667	56180	10	233192	83257	143387	147241	10	LV3003047095	4.74958946520762	5.36771550960756	4.92042597417752
LV3003047082	ST8		329.5	41916.8333333333	61.65	4.50286699183103	mgca_jonkers_2013	4.50083166666667	37053519	59.3	19269518	60.4	8.48140374041344	41.9168333333333	22729	8	137269	31224	82468	85821	10	LV3003047082	4.35659943572497	5.13757563368204	4.49450244704617
LV3003061558	ST13		106	42626	207.2	6.3587844067591	mgca_jonkers_2013	4.47496	75419217	85.6	38072076	102.9	8.37469053564879	42.626	170541	53	377617	200092	281035	287009	10	LV3003061558	5.23183135178596	5.57705268772973	5.30123189565996
LV3003047067	ST8		334.5	42866.02	178.82	5.07611814185932	mgca_jonkers_2013	4.4653592	83694347	60.2	30143452	61.8	8.33857306903406	42.86602	41084	14	218898	57313	136831	140374	10	LV3003047067	4.61368329130964	5.34024377757764	4.75826071935125
LV7008886740	GeoB25202_R1		119.5	43105	37.22	8.3026120984	uk37_alkenone	4.4621	126565168	46	28164282	47.8	8.3026120984	43.105	40143	11	222037	46484	148260	152802	10	LV7008886740	4.60362064397054	5.34642730678414	4.66731283529497
LV7008886752	GeoB25202_R2		119.5	43105	26.14	8.3026120984	uk37_alkenone	4.4621	223261934	57.3	26874573	61.2	8.3026120984	43.105	51512	15	231298	73303	142370	152792	10	LV7008886752	4.71191684294031	5.36417375514234	4.86512767355696
LV3003047164	ST8		339.5	43933.02	61.8	4.579507658322	mgca_jonkers_2013	4.4786604	45835273	73.5	20978998	75.5	8.37946113303367	43.93302	24631	13	118708	26717	78466	81107	10	LV3003047164	4.39149967589514	5.07448364652127	4.42680394551487
LV3003047152	ST8		344.5	45000.02	114.81	4.08289717478468	mgca_jonkers_2013	4.3300006	86684643	67.2	27393512	69.9	8.47849004532337	45.00002	38530	16	169598	38310	121150	124944	10	LV3003047152	4.58581028045983	5.22942328721455	4.58332348815676
LV3003061544	ST13		111	45122	154.76	6.64079224502277	mgca_jonkers_2013	4.33366	98492472	76.2	36658491	81.2	8.48981108255027	45.122	71230	30	227444	78183	171923	175986	10	LV3003061544	4.85266904137438	5.35687639402912	4.89311788576224
LV3003047140	ST8		349.5	46094.8	83.7	3.6236552712401	mgca_jonkers_2013	4.361896	2441785	64.6	2055101	65.5	8.58009723613548	46.0948	1235	1	23123	106	15583	16039	10	LV3003047140	3.0920184707528	4.36406296070308	2.02938377768521
LV3003061530	ST13		116	47046	117.63	6.92280008328644	mgca_jonkers_2013	4.38322	92176900	82.1	44841877	91.8	8.66837868071839	47.046	176499	19	515432	292465	288549	296796	10	LV3003061530	5.24674470972384	5.71217222030551	5.46607538539035
LV3003047127	ST8		354.5	47624.8	56.2	3.74985445424827	mgca_jonkers_2013	4.423736	50491529	60.3	11382703	63	8.72209745713196	47.6248	5817	2	66710	7454	40344	42028	10	LV3003047127	3.76477371691104	4.8241974507894	3.87244764778901
LV3003061516	ST13		121	48537	61.03	7.2048079215501	mgca_jonkers_2013	4.45537	54250107	75.6	26855001	76.7	8.80675928823849	48.537	107354	27	310781	148188	203551	208853	10	LV3003061516	5.03082227626962	5.49245585721043	5.17081596736394
LV3003047110	ST8		359.5	49154.8	66.07	3.87605363725645	mgca_jonkers_2013	4.441424	47425083	62.5	15940375	65.4	8.86409767812845	49.1548	18402	8	117830	22844	76519	80269	10	LV3003047110	4.26488862612062	5.07125956343738	4.35879116239172
LV3003061504	ST13		126	50268	187.42	7.48681575981377	mgca_jonkers_2013	4.33732	96239561	74.4	42611651	77.1	8.96741444022863	50.268	91275	26	272570	114717	184173	188538	10	LV3003061504	4.9603565996837	5.43547964750032	5.05963156687554
LV7008886221	GeoB25202_R1		129.5	50355.5	94.36	8.9755353679	uk37_alkenone	4.336445	97977738	44.9	30262882	47	8.9755353679	50.3555	92806	13	329680	142734	195479	206108	10	LV7008886221	4.96758073426543	5.51809391883582	5.15453047937311
LV7008886728	GeoB25202_R2		129.5	50355.5	42.73	8.9755353679	uk37_alkenone	4.336445	152247351	58.3	27749284	61.8	8.9755353679	50.3555	40878	12	200724	57687	126150	130387	10	LV7008886728	4.61150026335479	5.30260146658756	4.76108548255287
LV3003047094	ST8		364.5	50684.8	129.24	4.00225282026463	mgca_jonkers_2013	4.333152	80270443	61.2	21674703	64.2	8.71916462667657	50.6848	71371	18	225775	84734	161639	166343	10	LV3003047094	4.85352786681149	5.3536777745175	4.92806283379201
LV3003061486	ST13		131	52105	128.79	7.76882359807744	mgca_jonkers_2013	4.32365	27685092	68.7	20117935	70.3	7.61349281773178	52.105	43529	12	148017	63216	94687	104289	10	LV3003061486	4.6387886671574	5.17031453178237	4.80083388229192
LV3003047081	ST8		369.5	52207.18	90.06	4.12845200327281	mgca_jonkers_2013	4.3369334	57423869	57.2	15919889	58.8	7.53394237030326	52.20718	35795	10	163802	28218	129752	133458	10	LV3003047081	4.55383449940969	5.21432185146295	4.45054161954672
